Company,Sector,Stage,Amount,Location,About,Funding Year
Samosa Party,Food,Early Stage Funding,3000000.0,Bengaluru,Provides quality Indian Snacks,2020
High Street Essentials,Ecommerce,Growth Stage Funding,2743000.0,New Delhi,The parent company of women's fashion brands FabAlley and Indya,2020
Byju's,EdTech,Early Stage Funding,3000000.0,Bengaluru,Provides online learning classes,2020
Slice,FinTech,Later Stage Funding,6082000.0,Bengaluru,A financial platform for youngsters,2020
Bombay Play,Gaming,Early Stage Funding,1500000.0,Bengaluru,It designs and creates online multiplayer games,2020
Fullife,Healthtech,Early Stage Funding,6609000.0,Mumbai,It sells sports nutrition supplements through a brand called Fast&Up,2020
Oziva,Nutrition,Early Stage Funding,5000000.0,Mumbai,Clean Label Active Nutrition Brand,2020
Aye Finance,FinTech,Growth Stage Funding,27700000.0,Gurugram,A finance lender to SMEs,2020
Aether Biomedical,Medtech,Seed and Pre-Seed Funding,3000000.0,New Delhi,"Medical robotics startup, focussed on developing rehabilitation devices",2020
91springboard,Coworking,Early Stage Funding,5940000.0,New Delhi,It offers collaborative workspace with varied amenities,2020
Yulu,Micro-mobiity,Early Stage Funding,3964000.0,Bengaluru,The electric and scooter rental startup,2020
Milkbasket,Logistics,Early Stage Funding,5500000.0,Gurugram,Hyperlocal delivery service startup,2020
MergerDomo,Marketplace,Early Stage Funding,197000.0,Noida,Global online corporate deal sourcing and consulting marketplace,2020
GoMechanic,Auto-tech,Later Stage Funding,3000000.0,New Delhi,Find automobile repair and maintenance service providers,2020
Milk Mantra,Food,Early Stage Funding,10000000.0,Odisha,Produces Dairy Products,2020
Myglamm,Beauty,Early Stage Funding,4327000.0,Mumbai,On-demand beauty services provider,2020
Drishti Technologies,AI,Later Stage Funding,25000000.0,Bengaluru,"AI-based video analytics, data, and insights bring benefits to manufacturers",2020
Instasolv,EdTech,Early Stage Funding,2000000.0,Noida,It is a doubt-solving app for students from Class 6 to 12,2020
GoldenPi,FinTech,Early Stage Funding,459000.0,Bengaluru,An online aggregator of bonds and debentures available in the secondary market,2020
Peppermint,Robotics,Seed and Pre-Seed Funding,3000000.0,Mumbai,Industrial robotics startup,2020
Sarva,Yoga & wellness,Early Stage Funding,3000000.0,Mumbai,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,2020
Jai Kisan,FinTech,Early Stage Funding,3937000.0,Mumbai,A platform that caters the need of customers in rural areas,2020
Agro2o,Agritech,Early Stage Funding,3000000.0,New Delhi,It develops products focused on making hydroponics-based farming,2020
LetsTransport,Logitech,Early Stage Funding,1313500.0,Bengaluru,Offers techno logistics solutions,2020
GabbarDeals,Ecommerce,Early Stage Funding,3000000.0,Pune,Online-to-Offline platforms for mobile phones & accessories,2020
Crimson Healthcare,Med Tech,Early Stage Funding,229800.0,New Delhi,It innovates cutting edge solutions for various problems in the healthcare system,2020
Biomoneta,Life sciences,Seed and Pre-Seed Funding,3000000.0,Bengaluru,It develops germicidal technologies,2020
Edvizo,EdTech,Seed and Pre-Seed Funding,150000.0,Bengaluru,"Online marketplace to search, compare and enrol in the best institutes for competitive exam preparation",2020
Servify,Technology Services,Growth Stage Funding,11370000.0,Mumbai,Operates device management and support platform,2020
Drum Food,Food,Early Stage Funding,5305000.0,Mumbai,It runs yoghurt brand Epigamia,2020
Innoviti,FinTech,Growth Stage Funding,3000000.0,Bengaluru,Digital payments solutions company,2020
Jiffy ai,AI,Early Stage Funding,18000000.0,Bengaluru,Enterprise automation startup,2020
Postman,Tech,Growth Stage Funding,150000000.0,Bengaluru,API development platform startup,2020
F5,Retail Aggregator,Early Stage Funding,3000000.0,Bengaluru,It provides opportunities for its partner vendors to upsell and cross-sell their products.,2020
Waycool,Agritech,Growth Stage Funding,5500000.0,Chennai,Food development and distribution services,2020
Myelin Foundry,Deep Tech AI,Early Stage Funding,3000000.0,Bengaluru,"It builds AI based algorithms on video, voice and sensor",2020
Ameliorate Biotech,Biotech,Angel Funding,264000.0,Bengaluru,"Their products address the needs in Early Stage Diagnostics, Bio-Similars and Nutraceuticals.",2020
Hapramp,Blockchain,Early Stage Funding,1000000.0,Gurugram,Startup working on technologies like blockchain and social media,2020
MyKaam,HrTech,Early Stage Funding,3000000.0,Bengaluru,Online job searching and recruiting platform,2020
HealthPlix,Healthtech,Later Stage Funding,6000000.0,Bengaluru,It provides clinical software for doctors,2020
YoloBus,Mobility/Transport,Early Stage Funding,3300000.0,Gurugram,Intercity bus service startup,2020
iNurture Education,EdTech,Early Stage Funding,4000000.0,Bengaluru,"It provides a conducive and healthy teaching, learning environment",2020
Pocket52,Gaming,Early Stage Funding,1750000.0,Bengaluru,An online poker playing platform,2020
QuaQua,Travel,Early Stage Funding,1000000.0,Hyderabad,Virtual travel guide platform,2020
Crofarm,Agritech,Early Stage Funding,1000000.0,New Delhi,Supply chain that supports farmers and provides businesses with freshest produce,2020
Timios,Foodtech,Early Stage Funding,3000000.0,Bengaluru,Provides healthy snacks for kids,2020
Wooden Street,Ecommerce,Early Stage Funding,3000000.0,Jaipur,It enables to order custom furniture online,2020
BankBazaar,FinTech,Growth Stage Funding,5967000.0,Chennai,Online marketplace that gives customers instant customised offers on loans and credit cards,2020
Rentmojo,Rental,Early Stage Funding,2980000.0,Bengaluru,"Rental platform for furniture, appliances & electronics",2020
Credgencies,AI & Debt,Seed and Pre-Seed Funding,3000000.0,Gurugram,Tech-enabled platform for resolution of non-performing assets,2020
Knorish,SaaS/Edtech,Early Stage Funding,323000.0,New Delhi,All-in-one knowledge commerce SaaS platform,2020
LetsTransport,Logitech,Early Stage Funding,1326000.0,Bengaluru,Offers techno logistics solutions,2020
Vahak,Transport,Seed and Pre-Seed Funding,3000000.0,Bengaluru,It enables logistic companies to conncet with transporters,2020
Nutrova,Nutrition,Early Stage Funding,3000000.0,Mumbai,"Nutraceutical company developing evidence-based nutrition and nutraceutical products,",2020
Cube Wealth,SaaS,Miscellaneous,500000.0,Mumbai,A digital wealth management services,2020
IVF Access,Healthtech,Early Stage Funding,5000000.0,Bengaluru,It provdes IVF treatments,2020
Hoi Foods,Foodtech,Early Stage Funding,2000000.0,New Delhi,Quality food solution,2020
Ola Financial Services,FinTech,Early Stage Funding,27000000.0,Bengaluru,It operates Ola Money,2020
Awifs,Co-working,Early Stage Funding,5200000.0,New Delhi,Provides office space solutions,2020
Dunzo,Logistics,Early Stage Funding,55000000.0,Bengaluru,India-based hyperlocal delivery startup,2020
Swiflearn,EdTech,Seed and Pre-Seed Funding,3000000.0,Gurugram,Learning platform for K-10 students looking for personalised learning,2020
Remedo,Healthtech,Early Stage Funding,3000000.0,New Delhi,The platform connects doctors with patients,2020
Blowhorn,Logistics,Early Stage Funding,3000000.0,Bengaluru,Tech platform that connects logistics service seekers with mini-truck drivers,2020
Toch,AI,Early Stage Funding,1000000.0,Mumbai,"Helps online video creators, media companies, advertisers, and OTT platforms optimise their videos",2020
Gram Cover,Insurtech,Early Stage Funding,3000000.0,Noida,It provides insurance products in rural areas,2020
Coin DCX,Cryptocurrency,Early Stage Funding,2500000.0,Mumbai,Hybrid crypto exchange platform,2020
HomeCapital,FinTech,Early Stage Funding,3000000.0,Mumbai,Home Down Payment Assistance Program,2020
Euler Motors,Automotive tech,Early Stage Funding,2530000.0,New Delhi,Startup focusses on electric vehicles,2020
Riskcovry,Insurtech,Early Stage Funding,3000000.0,Mumbai,Offers various insurance products,2020
NWNT (No Worry No Tension Healthcare),Healthtech,Early Stage Funding,3000000.0,New Delhi,Mental healthtech startup,2020
Voicezen,AI,Early Stage Funding,3000000.0,Gurugram,Conversational AI startup,2020
Leap Club,Professional Networking,Seed and Pre-Seed Funding,340000.0,Gurugram,Community led professional network for women,2020
Credit Mantri,FinTech,Early Stage Funding,792000.0,Chennai,Offers free credit score and a detailed credit analysis report,2020
Xtracap,FinTech,Early Stage Funding,1000000.0,Gurugram,"Offers online payment solution,schemes, order management, insurance etc.,",2020
Tring,Media,Early Stage Funding,3000000.0,Mumbai,Celebrity engagement platform,2020
Vakilsearch,Legal,Early Stage Funding,3000000.0,Chennai,"Online platform for legal, tax and compliance services",2020
Khatabook,FinTech,Later Stage Funding,60000000.0,Bengaluru,It helps SMEs to maintain their accounts and ledger online.,2020
LendingKart,FinTech,Growth Stage Funding,11363000.0,Ahmedabad,Provides working capital loans and business loans to MSMEs,2020
Illumnus,EdTech,Seed and Pre-Seed Funding,100000.0,Gurugram,Offers Collaborative learning management system for educational institutions,2020
LetsTransport,Logitech,Early Stage Funding,1715000.0,Bengaluru,Offers techno logistics solutions,2020
Eggoz,Agritech,Seed and Pre-Seed Funding,329000.0,Bihar,"Provides technology backed, deep integration services to egg farmers",2020
Winuall,EdTech,Early Stage Funding,3000000.0,Bengaluru,It helps coaching institutes in digitization,2020
Indian School Finance Company,FinTech,Seed and Pre-Seed Funding,5271000.0,Hyderabad,NBFC that provides funding to education system,2020
Juicy Chemistry,Organic Skincare,Early Stage Funding,650000.0,Coimbatore,It focuses on organic based skincare products,2020
DeepTek,Healthtech,Early Stage Funding,3000000.0,Pune,AI enabled radiology platform,2020
Stepathlon Lifestyle,Fitness,Early Stage Funding,3000000.0,Mumbai,It organises corporate wellness programs,2020
Sindhuja Microcredit,FinTech,Early Stage Funding,8700000.0,Noida,It provides financial services to self employed women entrepreneurs,2020
Rentmojo,Rental,Early Stage Funding,3226000.0,Bengaluru,"Rental platform for furniture, appliances & electronics",2020
Tesco Charge Zone,EV,Early Stage Funding,3000000.0,Gujarat,Operates electric vehicle charging zone,2020
Intello Labs,"Supply chain, Agritech",Early Stage Funding,5900000.0,Gurugram,Standardisation and Quality control of fruits & vegetables,2020
SirionLabs,SaaS,Growth Stage Funding,44000000.0,Gurugram,"Provides procurement, outsourcing services & contract management software",2020
Magicpin,Hyperlocal Services,Early Stage Funding,3879000.0,Gurugram,"It is a local discovery, rewards, and commerce platform",2020
GroCurv,B2B,Seed and Pre-Seed Funding,3000000.0,Gurugram,"It offers a wide range of business related services like Branding, marketing, sales etc.,",2020
Refrens,SaaS,Seed and Pre-Seed Funding,1000000.0,Bengaluru,"Offers a free invoicing, payments and expense management system",2020
Shiprocket,Logitech,Growth Stage Funding,13000000.0,New Delhi,Tech enabled logistics aggregator,2020
Spyne,AI,Early Stage Funding,3000000.0,Gurugram,Helps online businesses with visual content,2020
Nykaa,Ecommerce,Early Stage Funding,8800000.0,Mumbai,Deals in cosmetic and wellness products,2020
Docsapp,Healthtech,Early Stage Funding,9500000.0,Bengaluru,Online doctor consultation app,2020
Phable,Healthtech,Early Stage Funding,1000000.0,Bengaluru,"It creates an engagement loop between doctors, hospitals, and patients via its app",2020
Generic Aadhaar,Pharma,Early Stage Funding,3000000.0,Thane,It provides a platform for entrepreneurs to access generic  medicine at low cost,2020
Nium,FinTech,Early Stage Funding,3000000.0,Mumbai,Open global money platform,2020
Mintoak,FinTech,Early Stage Funding,2000000.0,Mumbai,Merchant payment solutions startup,2020
VestSpace,Spacetech,Early Stage Funding,10000000.0,Pune,It builds small satellite paltforms,2020
Blackbuck,Logistics,Early Stage Funding,3000000.0,Bengaluru,Provides trucking services,2020
Vernacular ai,AI,Early Stage Funding,5100000.0,Bengaluru,It offers Multiligual AI platform,2020
Clover,Agritech,Early Stage Funding,920000.0,Bengaluru,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,2020
Varthana,FinTech,Growth Stage Funding,15000000.0,Bengaluru,Offers secured and unsecured loans,2020
Codeninja,SaaS,Seed and Pre-Seed Funding,3000000.0,Bengaluru,AI-powered 'no-code' platform which can generate application development code,2020
MetaMerphoSys,Insurance technology,Early Stage Funding,3000000.0,Pune,Digital insurance platform for businesses,2020
Rooter,Gaming,Early Stage Funding,1700000.0,New Delhi,Live sports engagement platform,2020
Aker Foods,Foodtech & Logistics,Early Stage Funding,3000000.0,Pune,Ai driven supply chain platform,2020
Sascan Meditech pvt ltd,Healthtech,Early Stage Funding,3000000.0,Kerala,They are developing technology that can detect early cancerous cells,2020
DailyHunt,Media,Early Stage Funding,35600000.0,Bengaluru,News aggregator,2020
Pratilipi,Media,Growth Stage Funding,9400000.0,Bengaluru,A digital platform that connects readers and writers in various languages,2020
Biryani By Kilo,Food,Later Stage Funding,790000.0,New Delhi,Online paltform to order biryani,2020
Consure Medical,Healthtech,Early Stage Funding,480000.0,New Delhi,"Novel platform technologies to manage, diagnose, and treat various GI disorders",2020
Servify,Technology Services,Early Stage Funding,250000.0,Mumbai,It is a technology company which serves as a platform for brands to offer end-to-end solutions to their users,2020
Tessol,Logistics,Early Stage Funding,160000.0,Mumbai,It provides end to end cold chain logistics solutions,2020
Remedo,Healthtech,Early Stage Funding,3000000.0,Noida,"It helps doctors engage with patients, improve patient experience",2020
News Reach,Media,Early Stage Funding,3000000.0,Ahmedabad,"It is a platform that digitalises local newspaper publishers, reporters, stringers by aggregating their content",2020
RoomSoom,Housing,Early Stage Funding,3000000.0,Noida,It provides co-living and student rooms,2020
Pedagogy,EdTech,Early Stage Funding,400000.0,Ahmedabad,It has a single subscription model that allows users to access books and digital courses.,2020
Classplus,EdTech,Later Stage Funding,8200000.0,Noida,"It provides mobile-first software for coaching institutes, tuition centres and private tutors",2020
Medlife,Pharmaceutical,Early Stage Funding,15500000.0,Bengaluru,It solves inadequacies in the healthcare delivery system through technology,2020
Qin1,EdTech,Early Stage Funding,3000000.0,Noida,It is alearning platform for kids in the age group 5 to 14 yrs,2020
MYSUN,Tech,Early Stage Funding,4257000.0,New Delhi,Platform for rooftop solar energy solutions,2020
ShopX,Ecommerce,Early Stage Funding,1410000.0,Bengaluru,B2B retail operating system,2020
Sarva,Yoga & wellness,Early Stage Funding,3000000.0,Mumbai,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,2020
Expertrons,AI,Seed and Pre-Seed Funding,3000000.0,Mumbai,AI video bot platform for career hacks,2020
NewsBytes,Digital Media,Early Stage Funding,1500000.0,Gurugram,News portal,2020
Wagonfly,Retail Technology,Early Stage Funding,500000.0,Bengaluru,Contactless shopping and delivery experience by using radio frequency to tag retail items,2020
NIRA,FinTech,Early Stage Funding,2100000.0,Bengaluru,It offers access and credit to working Indians,2020
Convosight,Data Analytics,Early Stage Funding,4000000.0,Hyderabad,It helps business gain insights from its community on Facebook groups,2020
Fittr,Fitness,Early Stage Funding,2000000.0,Pune,Fitness Social Network & Consultation Platform,2020
AsknBid,Investment Tech,Early Stage Funding,3000000.0,Bengaluru,It builds algorithmic investing-based tech products,2020
Bira91,Beverage,Growth Stage Funding,20000000.0,Bengaluru,Craft beer maker,2020
Finaureus Technologies,FinTech,Early Stage Funding,3000000.0,Pune,Provides investment management solutions,2020
Daily Ninja,Ecommerce,Early Stage Funding,349800.0,Haryana,Online Milk Delivery startup,2020
Guvi Geek Network Pvt Ltd,EdTech,Early Stage Funding,786000.0,Chennai,Operates vernacular-language based education,2020
LoadShare,Logistics,Later Stage Funding,2004000.0,Bengaluru,Provides technology based solutions to SMEs in logistics,2020
Vedantu,EdTech,Growth Stage Funding,6800000.0,Bengaluru,Onine learning platform,2020
Indusface,IT,Early Stage Funding,5000000.0,Bengaluru,It provides IT security solutions,2020
DMI Group,Financial Services,Early Stage Funding,123000000.0,New Delhi,Pan-India Credit providing platform,2020
Spintly,IoT,Early Stage Funding,248000.0,Goa,It is a wireless cloud-based access control system,2020
Credr,Automobile,Early Stage Funding,3000000.0,Mumbai,A marketplace to buy and sell used bikes and scooters,2020
Bijak,Agritech,Early Stage Funding,12000000.0,Gurugram,"It is a platform that gives agricultural commodity at better prices, increased working capital, and optimised logistics",2020
Bugworks,Biopharma,Early Stage Funding,7500000.0,Bengaluru,A drug discovery company that aims to discover novel treatment options for resistant bacterial infections,2020
DrinkPrime,Water Technology,Seed and Pre-Seed Funding,3000000.0,Bengaluru,Water purifier subscription service,2020
Yap,FinTech,Early Stage Funding,4500000.0,Chennai,Banking and payment products-focused API platform,2020
UzhavarBumi,Dairy,Early Stage Funding,3000000.0,Tamil Nadu,Provides fresh dairy products,2020
Tattva,Beauty & wellness,Early Stage Funding,150000.0,New Delhi,Sells its organic and beauty products via marketplace,2020
Pariksha,EdTech,Early Stage Funding,3000000.0,Pune,Platform for vernacular test-preparation,2020
DailyHunt,Media,Early Stage Funding,24000000.0,Bengaluru,News aggregator,2020
NoBroker,Real Estate,Early Stage Funding,30000000.0,Bengaluru,Online real estate rental startup,2020
Box8,Foodtech,Early Stage Funding,4000000.0,Mumbai,Enables to order food online,2020
Capital Float,FinTech,Early Stage Funding,15000000.0,Bengaluru,Online platform that provides working capital finance to SMEs,2020
ITILITE,Travel & SaaS,Later Stage Funding,13000000.0,Bengaluru,Platform for business travel,2020
Morning Context,Digital Media,Seed and Pre-Seed Funding,3000000.0,Singapore,A subscription-only digital media publisher,2020
Aavenir,SaaS,Seed and Pre-Seed Funding,2000000.0,Ahmedabad,Source-to-Pay Software,2020
Savvy Co op,Healthcare,Early Stage Funding,3000000.0,New York,It connects patients with healthcare companies,2020
BLive,Tourism & EV,Early Stage Funding,3000000.0,Bengaluru,"It offers experiential, guided tours on smart electric bikes",2020
Yellow Messenger,AI,Later Stage Funding,20000000.0,Bengaluru,It offers conversational chatbots,2020
Toch,Media Tech,Early Stage Funding,400000.0,Mumbai,AI based Video object detection and Tagging platform,2020
Ewar,Gaming,Early Stage Funding,200000.0,Bengaluru,E-sports and real-time gaming startup,2020
Setu,FinTech,Early Stage Funding,14259000.0,Bengaluru,"Offers open APIs across four categories: bills, savings, credit, and payments.",2020
Wellthy Therapeutics,Healthtech,Early Stage Funding,4000000.0,Bengaluru,It offers a digital therapeutics service,2020
Power Gummies,Health,Early Stage Funding,3000000.0,New Delhi,Offers health supplements related gummies,2020
Locale ai,Location Analytics,Early Stage Funding,3000000.0,Bengaluru,It helps companies with moving assets  increase revenues and demand using real time location data and analytics,2020
FarEye,Logistics,Growth Stage Funding,24500000.0,New Delhi,"It enables businesses to execute, track, predict and oprimize the movements of goods",2020
Rebel Foods,Food tech,Early Stage Funding,50000000.0,Mumbai,It runs internet kitchen,2020
BankBazaar,FinTech,Growth Stage Funding,3800000.0,Chennai,Online marketplace that gives customers instant customised offers on loans and credit cards,2020
Porter,Logistics,Growth Stage Funding,18370000.0,Mumbai,Logistics and fleet management,2020
SugarBox,Tech,Early Stage Funding,68525000.0,Mumbai,Hyperlocal data distribution platform,2020
Capital Float,FinTech,Growth Stage Funding,4800000.0,Bengaluru,Online platform that provides working capital finance to SMEs,2020
Big Basket,E store,Early Stage Funding,60000000.0,Bengaluru,Online grocery store,2020
Amica,FinTech,Early Stage Funding,2000000.0,Mumbai,Neobanking startup,2020
Vedantu,EdTech,Growth Stage Funding,12500000.0,Bengaluru,Onine learning platform,2020
Fingerlix,Food,Early Stage Funding,1834000.0,Mumbai,"It provides ready-to-cook products such as batters, mixes, curries, dals, parathas etc.,",2020
Plop,Tech,Angel Funding,3000000.0,Mumbai,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand,2020
Zupee,Gaming,Early Stage Funding,8000000.0,Gurugram,It runs live quiz tournaments on its app.,2020
DeHaat,Agritech,Early Stage Funding,12000000.0,Patna,Online marketplace for farming services and products,2020
Lido Learning,EdTech,Later Stage Funding,7500000.0,Mumbai,Online teaching service,2020
Aye Finance,FinTech,Early Stage Funding,23850000.0,Gurugram,A finance lender to SMEs,2020
Swiggy,Foodtech,Early Stage Funding,43000000.0,Bengaluru,Platform to order food online from restaurants and getting it delievered,2020
Akna Medical,Healthtech,Early Stage Funding,7000000.0,Bengaluru,Provides supply solutions for surgical and pharmaceutical products.,2020
Zomato,Foodtech,Early Stage Funding,5000000.0,Gurugram,Online food delivery and restaurant discovery platform,2020
RaRa Delivery,Logistics,Seed and Pre-Seed Funding,800000.0,Jakarta,Provides same day delivery service for ecommerce businesses,2020
JusPay,FinTech,Later Stage Funding,21600000.0,Bengaluru,Online payment solutions,2020
Obviously AI,Data Science,Early Stage Funding,3000000.0,San Francisco,It provides predictive insights to clients by leveraging their data,2020
Fingpay,FinTech,Early Stage Funding,3500000.0,Mumbai,Provides payment solutions,2020
Recko,SaaS,Early Stage Funding,6000000.0,Bengaluru,The platform enables AI-powered reconciliation of digital transactions,2020
Furlenco,Ecommerce,Early Stage Funding,10000000.0,Bengaluru,Furniture rental startup,2020
Mera Cashier,FinTech,Early Stage Funding,150000.0,Noida,App meant for small and micro businessmen to manage their transactions digitally,2020
Kitchens Centre,Food Service Infrastructure,Seed and Pre-Seed Funding,500000.0,New Delhi,Offers solutions to cloud kitchens by providing commercial space and kitchen infrastructure to assisting with branding and other services,2020
Camp K12,EdTech,Seed and Pre-Seed Funding,4000000.0,Gurugram,It connects students with tutors online,2020
MedGenome,Healthtech,Growth Stage Funding,55000000.0,Bengaluru,Genetic diagnostic testing company,2020
Ergos,Agritech,Early Stage Funding,4598000.0,Bengaluru,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions,2020
Nykaa,Ecommerce,Early Stage Funding,13137000.0,Mumbai,Deals in cosmetic and wellness products,2020
Samadhan,Insurance,Seed and Pre-Seed Funding,3000000.0,New Delhi,They help find solutions to insurance related issues,2020
SaScan,Healthcare,Early Stage Funding,3000000.0,Bengaluru,Cancer diagnostics startup,2020
Lido Learning,EdTech,Early Stage Funding,3000000.0,Mumbai,Online teaching service,2020
CureFit,Health and Fitness,Growth Stage Funding,115000000.0,Bengaluru,"Integrated platform for food, fitness and meditation.",2020
Nimesa,SaaS,Early Stage Funding,3000000.0,Bengaluru,Cloud data managemnt solutions enterprise,2020
Design X,IoT,Seed and Pre-Seed Funding,200000.0,Noida,Builds IoT based products,2020
Driftly Electric,Automobile,Early Stage Funding,3000000.0,Bengaluru,Electric vehicle startup,2020
Imstrong,Fitness,Seed and Pre-Seed Funding,400000.0,Bengaluru,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,2020
Craftsvilla,Marketplace,Early Stage Funding,3900000.0,Mumbai,Online marketplace for ethnic wear,2020
Rupifi,FinTech,Seed and Pre-Seed Funding,3000000.0,Bengaluru,Offers financial products for SMEs,2020
SnackAmor,Food,Seed and Pre-Seed Funding,3000000.0,Mumbai,It offers various healthy snacks,2020
Zealthy,Healthtech,Seed and Pre-Seed Funding,3000000.0,Bengaluru,"It connects women to healthproviders for specialities like infertility, maternity etc.,",2020
CoinDCX,FinTech,Early Stage Funding,3000000.0,Mumbai,A cryptocurrency trading platform,2020
NuNu TV,Media,Early Stage Funding,670000.0,New Delhi,Kids-focussed Youtube channel,2020
QTalk,Technology,Seed and Pre-Seed Funding,1600000.0,Bengaluru,Smart Phone Dialer,2020
Shadez,Interior & decor,Seed and Pre-Seed Funding,100000.0,Mumbai,Paint Company,2020
Excess2Sell,Ecommerce,Early Stage Funding,1000000.0,Mumbai,B2B Marketplace for Overstock & Surplus Inventory,2020
Stanplus,Healthtech,Early Stage Funding,1500000.0,Hyderabad,Ambulance service,2020
Pitstop,Automobile,Early Stage Funding,2500000.0,Bengaluru,Doorstep car service,2020
Univariety,EdTech,Early Stage Funding,1100000.0,Hyderabad,Online marketplace that provides career counselling and college guidance,2020
Peel Works,SaaS,Growth Stage Funding,3000000.0,Mumbai,E-commerce for corner/retail stores.,2020
CoreStack,Technology,Early Stage Funding,8500000.0,Chennai,Enterprise cloud governance technology startup,2020
Vivriti Capital,FinTech,Later Stage Funding,50000000.0,Chennai,Digital lending startup,2020
Agnikul,Spacetech,Early Stage Funding,3148000.0,Chennai,"It designs, fabricates, tests and launch orbital class launch vehicles",2020
Fintso,FinTech,Early Stage Funding,2600000.0,Mumbai,Wealth management platform,2020
Khatabook,FinTech,Early Stage Funding,3000000.0,Bengaluru,It helps SMEs to maintain their accounts and ledger online.,2020
Smart Coin,FinTech,Early Stage Funding,7000000.0,Bengaluru,Consumer lending startup,2020
ZunRoof,Cleantech,Early Stage Funding,3000000.0,Gurugram,"It specialises in solar rooftop design, installation, and management using technology",2020
Shop101,Social e-commerce,Growth Stage Funding,3900000.0,Mumbai,Enables entrepreneurs to sell online,2020
OM Bhakti,FMCG,Seed and Pre-Seed Funding,3000000.0,Bengaluru,A puja cotton-wicks manufacturing startup,2020
Lal10,B2B,Early Stage Funding,1100000.0,Uttar Pradesh,It helps Indian artisans and SMEs reach out to global retailers,2020
Anaxee Digital Runner,Tech,Early Stage Funding,3000000.0,Indore,A tech-enabled ID verification and data collection startup,2020
CollegeKhabri,EdTech,Early Stage Funding,3000000.0,Bhopal,Platform is an end-to-end college and career counselling platform for students,2020
Ola Electric,eMobility,Early Stage Funding,1000000.0,Bengaluru,Electric vehicle,2020
Multi Living,Real Estate,Early Stage Funding,6000000.0,Mumbai,"It curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",2020
FamPay,FinTech,Seed and Pre-Seed Funding,4700000.0,Bengaluru,"It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.",2020
UnboxRobotics Labs,Automation tech,Seed and Pre-Seed Funding,500000.0,Bengaluru,Automated flexible parcel sorting solutions for logistics providers,2020
Karbon Card,FinTech,Seed and Pre-Seed Funding,2000000.0,Bengaluru,Specialisde corporate cards for startups,2020
Airmeet,Media & Networking,Early Stage Funding,3000000.0,Bengaluru,"A platform to host, discover, and attend fully remote events like conferences and professional meet-ups",2020
Innerchef,Foodtech,Early Stage Funding,1000000.0,Gurugram,Cloud kitchen platform,2020
Epigamia,FMCG,Growth Stage Funding,3000000.0,Mumbai,Flavoured and greek yoghurt brand,2020
StyleNook,Ecommerce,Early Stage Funding,3000000.0,Mumbai,Marketplace for fashionable apparel,2020
Callido Learning,EdTech,Early Stage Funding,3000000.0,Mumbai,Provides a structured educational approach to critical thinking and problem solving skills,2020
Soxytoes,Ecommerce,Early Stage Funding,3000000.0,New Delhi,Online store to buy various types of socks including funky and colorful socks,2020
F5,E-market,Seed and Pre-Seed Funding,3000000.0,Bengaluru,Retail Aggregator,2020
Paper Boat,Food & Beverages,Early Stage Funding,4049500.0,Bengaluru,Ecommerce platform for beverages and snacks,2020
Strata,Proptech,Seed and Pre-Seed Funding,1500000.0,Bengaluru,Real estate investment platform,2020
Salesken,AI & Data science,Early Stage Funding,8000000.0,Bengaluru,Provides sales professionals with intelligence on various aspects of the sales pitch,2020
Arya,Agritech,Later Stage Funding,6000000.0,Noida,Provides post-harvest services across the agricultural value chain,2020
Leap Finance,FinTech,Early Stage Funding,5500000.0,Bengaluru,Provides education loans to students based on the student’s future income,2020
Sleepy Owl,Beverages,Early Stage Funding,3000000.0,New Delhi,"It sells ready to drink cold brew coffees, brew boxes and packs.",2020
Tricog,Healthtech,Later Stage Funding,10500000.0,Bengaluru,Provides virtual cardiology services through its AI-powered healthcare platforms,2020
GogoBus,Travel tech,Early Stage Funding,3000000.0,New Delhi,Inter-City Mobility Startup,2020
Trell,Social e-commerce,Early Stage Funding,4000000.0,Bengaluru,Allows users to share their travel experiences,2020
Spaciya Consultants,Real Estate,Early Stage Funding,500000.0,Noida,Real estate consultancy firms,2020
Bounce,Automotive and Rentals,Early Stage Funding,6500000.0,Bengaluru,Offers a variety of bikes and scooters that can be rented on a subscription basis,2020
Neeman,Ecommerce,Early Stage Funding,1000000.0,Hyderabad,An eco-conscious footwear brand making comfortable shoes using Merino Wool,2020
Chqbook,FinTech,Early Stage Funding,5000000.0,Gurugram,"Marketplace for small business owners, offering them products around lending, credit cards etc",2020
SMEcorner,FinTech,Later Stage Funding,30000000.0,Mumbai,Financial lending firm to SMEs,2020
Oda Class,EdTech,Early Stage Funding,3000000.0,Bengaluru,"It offers content and material via video, adopting a dual-teacher model with IIT and NIT alumni",2020
Spinny,E-tail,Later Stage Funding,43700000.0,Haryana,Used car retailing platform,2020
